1356	9179	25046	
1356	9182	25041	
1355	9181	25043	
1355	9180	25045	
1356	9181	25042	
1355	9181	25043	
1356	9182	25041	
1357	9179	25044	
1356	9181	25043	
1356	9181	25042	
1354	9181	25043	
1357	9180	25042	
1356	9181	25043	
1356	9181	25042	
1355	9181	25044	
1356	9181	25043	
1356	9181	25043	
1355	9181	25043	
1357	9180	25043	
1356	9181	25042	
1356	9181	25043	
1354	9182	25042	
1356	9181	25042	
1356	9181	25043	
1357	9178	25046	
1356	9183	25041	
1357	9180	25043	
1357	9180	25043	
1356	9181	25042	
1355	9181	25043	
1356	9178	25045	
1357	9180	25044	
1354	9179	25045	
1355	9179	25046	
1354	9183	25042	
1356	9181	25043	
1355	9181	25043	
1354	9179	25045	
1357	9180	25044	
1356	9181	25043	
1356	9181	25043	
1355	9179	25045	
1356	9181	25043	
1357	9179	25044	
1354	9182	25042	
1355	9181	25043	
1356	9181	25043	
1355	9181	25044	
1356	9181	25043	
1357	9182	25041	
1356	9182	25041	
1356	9182	25041	
1356	9181	25042	
1356	9181	25042	
1356	9181	25042	
1357	9181	25042	
1356	9181	25043	
1355	9179	25045	
1355	9179	25045	
1356	9181	25042	
1356	9181	25042	
1356	9180	25044	
1357	9181	25041	
1354	9179	25045	
1357	9180	25044	
1354	9182	25042	
1356	9182	25042	
1356	9181	25043	
1355	9179	25045	
1356	9181	25042	
1356	9178	25045	
1355	9181	25043	
1356	9181	25043	
1356	9180	25044	
1356	9180	25044	
1356	9181	25042	
1357	9179	25044	
1357	9178	25045	
1356	9181	25042	
1355	9181	25042	
1355	9180	25044	
1355	9179	25045	
1355	9179	25045	
1356	9178	25045	
1354	9182	25042	
1356	9178	25046	
1356	9181	25043	
1356	9181	25042	
1354	9183	25042	
1357	9180	25043	
1355	9179	25045	
1356	9181	25042	
1357	9180	25043	
1356	9181	25043	
1356	9181	25043	
1357	9180	25043	
1356	9181	25042	
1355	9182	25043	
1357	9180	25044	
1356	9181	25042	
