0.000000000e+00	3.000000000e-02	1.500000000e-02	2.000000000e-02	
1.000000000e-01	2.850000000e-02	1.210000000e-02	2.040000000e-02	
2.000000000e-01	2.730000000e-02	1.000000000e-02	2.040000000e-02	
3.000000000e-01	2.600000000e-02	8.100000000e-03	2.080000000e-02	
4.000000000e-01	2.570000000e-02	7.300000000e-03	2.110000000e-02	
5.000000000e-01	2.540000000e-02	6.700000000e-03	2.110000000e-02	
6.000000000e-01	2.510000000e-02	6.400000000e-03	2.110000000e-02	
7.000000000e-01	2.460000000e-02	5.300000000e-03	2.100000000e-02	
8.000000000e-01	2.440000000e-02	5.100000000e-03	2.090000000e-02	
9.000000000e-01	2.420000000e-02	5.200000000e-03	2.080000000e-02	
1.000000000e+00	2.380000000e-02	5.000000000e-03	2.110000000e-02	
1.100000000e+00	2.350000000e-02	4.700000000e-03	2.140000000e-02	
1.200000000e+00	2.310000000e-02	4.400000000e-03	2.130000000e-02	
1.300000000e+00	2.290000000e-02	4.300000000e-03	2.130000000e-02	
1.400000000e+00	2.270000000e-02	4.300000000e-03	2.200000000e-02	
1.500000000e+00	2.240000000e-02	4.600000000e-03	2.200000000e-02	
1.600000000e+00	2.200000000e-02	3.800000000e-03	2.280000000e-02	
1.700000000e+00	2.200000000e-02	3.800000000e-03	2.280000000e-02	
1.800000000e+00	2.190000000e-02	4.200000000e-03	2.300000000e-02	
1.900000000e+00	2.200000000e-02	4.200000000e-03	2.280000000e-02	
2.000000000e+00	2.170000000e-02	3.600000000e-03	2.280000000e-02	
2.100000000e+00	2.130000000e-02	3.700000000e-03	2.280000000e-02	
2.200000000e+00	2.110000000e-02	3.600000000e-03	2.280000000e-02	
2.300000000e+00	2.110000000e-02	3.600000000e-03	2.280000000e-02	
2.400000000e+00	2.120000000e-02	3.900000000e-03	2.260000000e-02	
2.500000000e+00	2.100000000e-02	3.700000000e-03	2.250000000e-02	
2.600000000e+00	2.100000000e-02	3.700000000e-03	2.280000000e-02	
2.700000000e+00	2.080000000e-02	3.700000000e-03	2.350000000e-02	
2.800000000e+00	2.040000000e-02	3.300000000e-03	2.390000000e-02	
2.900000000e+00	2.020000000e-02	3.500000000e-03	2.390000000e-02	
3.000000000e+00	2.000000000e-02	3.400000000e-03	2.390000000e-02	
3.100000000e+00	1.960000000e-02	3.500000000e-03	2.390000000e-02	
3.200000000e+00	1.950000000e-02	3.200000000e-03	2.380000000e-02	
3.300000000e+00	1.930000000e-02	3.000000000e-03	2.370000000e-02	
3.400000000e+00	1.900000000e-02	3.300000000e-03	2.370000000e-02	
3.500000000e+00	1.910000000e-02	3.400000000e-03	2.360000000e-02	
3.600000000e+00	1.900000000e-02	3.500000000e-03	2.360000000e-02	
3.700000000e+00	1.890000000e-02	3.300000000e-03	2.360000000e-02	
3.800000000e+00	1.890000000e-02	3.300000000e-03	2.360000000e-02	
3.900000000e+00	1.880000000e-02	3.400000000e-03	2.360000000e-02	
4.000000000e+00	1.880000000e-02	3.400000000e-03	2.360000000e-02	
4.100000000e+00	1.860000000e-02	3.600000000e-03	2.360000000e-02	
4.200000000e+00	1.830000000e-02	3.400000000e-03	2.400000000e-02	
4.300000000e+00	1.800000000e-02	3.700000000e-03	2.400000000e-02	
4.400000000e+00	1.790000000e-02	3.800000000e-03	2.400000000e-02	
4.500000000e+00	1.780000000e-02	3.700000000e-03	2.440000000e-02	
4.600000000e+00	1.760000000e-02	3.600000000e-03	2.440000000e-02	
4.700000000e+00	1.750000000e-02	3.400000000e-03	2.440000000e-02	
4.800000000e+00	1.730000000e-02	3.500000000e-03	2.430000000e-02	
4.900000000e+00	1.740000000e-02	3.600000000e-03	2.420000000e-02	
5.000000000e+00	1.730000000e-02	3.300000000e-03	2.410000000e-02	
5.100000000e+00	1.740000000e-02	3.400000000e-03	2.400000000e-02	
5.200000000e+00	1.730000000e-02	3.300000000e-03	2.440000000e-02	
5.300000000e+00	1.700000000e-02	3.100000000e-03	2.480000000e-02	
5.400000000e+00	1.700000000e-02	3.100000000e-03	2.480000000e-02	
5.500000000e+00	1.690000000e-02	3.200000000e-03	2.480000000e-02	
5.600000000e+00	1.680000000e-02	3.300000000e-03	2.480000000e-02	
5.700000000e+00	1.680000000e-02	3.200000000e-03	2.470000000e-02	
5.800000000e+00	1.680000000e-02	3.100000000e-03	2.460000000e-02	
5.900000000e+00	1.680000000e-02	3.100000000e-03	2.460000000e-02	
6.000000000e+00	1.670000000e-02	2.900000000e-03	2.460000000e-02	
6.100000000e+00	1.620000000e-02	3.000000000e-03	2.540000000e-02	
6.200000000e+00	1.610000000e-02	3.100000000e-03	2.540000000e-02	
6.300000000e+00	1.610000000e-02	3.100000000e-03	2.570000000e-02	
6.400000000e+00	1.610000000e-02	3.100000000e-03	2.600000000e-02	
6.500000000e+00	1.590000000e-02	3.300000000e-03	2.600000000e-02	
6.600000000e+00	1.590000000e-02	3.200000000e-03	2.590000000e-02	
6.700000000e+00	1.590000000e-02	3.200000000e-03	2.590000000e-02	
6.800000000e+00	1.590000000e-02	3.200000000e-03	2.590000000e-02	
6.900000000e+00	1.590000000e-02	3.200000000e-03	2.590000000e-02	
7.000000000e+00	1.600000000e-02	3.300000000e-03	2.580000000e-02	
7.100000000e+00	1.620000000e-02	3.500000000e-03	2.560000000e-02	
7.200000000e+00	1.620000000e-02	3.500000000e-03	2.560000000e-02	
7.300000000e+00	1.620000000e-02	3.700000000e-03	2.550000000e-02	
7.400000000e+00	1.590000000e-02	3.800000000e-03	2.590000000e-02	
7.500000000e+00	1.560000000e-02	3.700000000e-03	2.670000000e-02	
7.600000000e+00	1.550000000e-02	3.800000000e-03	2.700000000e-02	
7.700000000e+00	1.560000000e-02	3.900000000e-03	2.690000000e-02	
7.800000000e+00	1.560000000e-02	4.100000000e-03	2.680000000e-02	
7.900000000e+00	1.540000000e-02	3.900000000e-03	2.670000000e-02	
8.000000000e+00	1.540000000e-02	3.900000000e-03	2.670000000e-02	
8.100000000e+00	1.540000000e-02	3.800000000e-03	2.660000000e-02	
8.200000000e+00	1.550000000e-02	4.100000000e-03	2.640000000e-02	
8.300000000e+00	1.550000000e-02	4.300000000e-03	2.630000000e-02	
8.400000000e+00	1.550000000e-02	4.200000000e-03	2.620000000e-02	
8.500000000e+00	1.540000000e-02	3.900000000e-03	2.640000000e-02	
8.600000000e+00	1.520000000e-02	3.800000000e-03	2.640000000e-02	
8.700000000e+00	1.510000000e-02	3.900000000e-03	2.640000000e-02	
8.800000000e+00	1.490000000e-02	3.500000000e-03	2.640000000e-02	
8.900000000e+00	1.470000000e-02	3.600000000e-03	2.630000000e-02	
9.000000000e+00	1.460000000e-02	3.700000000e-03	2.630000000e-02	
9.100000000e+00	1.460000000e-02	3.700000000e-03	2.660000000e-02	
9.200000000e+00	1.470000000e-02	3.800000000e-03	2.650000000e-02	
9.300000000e+00	1.460000000e-02	3.900000000e-03	2.650000000e-02	
9.400000000e+00	1.460000000e-02	3.900000000e-03	2.650000000e-02	
9.500000000e+00	1.450000000e-02	3.700000000e-03	2.650000000e-02	
9.600000000e+00	1.430000000e-02	3.700000000e-03	2.690000000e-02	
9.700000000e+00	1.420000000e-02	3.800000000e-03	2.690000000e-02	
9.800000000e+00	1.420000000e-02	3.800000000e-03	2.690000000e-02	
9.900000000e+00	1.410000000e-02	3.800000000e-03	2.680000000e-02	
1.000000000e+01	1.410000000e-02	3.700000000e-03	2.670000000e-02	
