23	22	34	30	
30	20	26	33	
30	29	29	21	
29	28	22	30	
33	18	22	36	
30	28	18	33	
28	24	30	27	
36	29	17	27	
29	33	20	27	
25	26	34	24	
32	34	16	27	
34	21	27	27	
35	23	30	21	
29	28	22	30	
20	31	34	24	
29	27	23	30	
31	25	32	21	
20	22	37	30	
31	19	32	27	
21	30	28	30	
29	32	18	30	
22	24	36	27	
37	27	24	21	
28	31	26	24	
26	34	28	21	
39	24	28	18	
23	30	32	24	
26	33	23	27	
23	25	28	33	
23	23	33	30	
31	25	26	27	
32	26	24	27	
23	35	24	27	
27	18	31	33	
27	26	23	33	
30	25	33	21	
30	27	22	30	
16	39	30	24	
27	30	31	21	
31	19	35	24	
22	26	28	33	
26	22	25	36	
27	38	14	30	
28	30	30	21	
36	21	28	24	
24	20	35	30	
27	30	25	27	
25	24	30	30	
32	26	27	24	
23	32	27	27	
25	25	23	36	
24	26	29	30	
24	30	28	27	
18	33	40	18	
22	26	28	33	
24	27	28	30	
30	35	23	21	
31	21	30	27	
24	33	28	24	
26	17	39	27	
26	22	34	27	
26	26	30	27	
32	24	29	24	
37	23	22	27	
22	24	36	27	
20	29	27	33	
29	25	22	33	
18	29	38	24	
25	27	27	30	
26	29	24	30	
34	23	25	27	
23	31	31	24	
26	23	30	30	
24	31	30	24	
23	26	27	33	
31	27	18	33	
27	31	27	24	
24	23	35	27	
35	26	24	24	
19	30	36	24	
31	20	28	30	
28	20	28	33	
26	28	25	30	
24	32	29	24	
33	29	23	24	
26	28	28	27	
32	29	24	24	
25	25	23	36	
24	37	18	30	
28	31	29	21	
26	28	28	27	
24	33	25	27	
28	30	24	27	
25	32	22	30	
33	24	22	30	
28	33	18	30	
33	25	24	27	
30	22	24	33	
30	25	27	27	
29	30	20	30	
33	26	29	21	
28	28	29	24	
25	31	26	27	
36	24	25	24	
25	28	23	33	
24	23	35	27	
28	31	26	24	
24	32	29	24	
27	27	25	30	
29	31	22	27	
25	33	24	27	
24	28	30	27	
29	28	28	24	
21	32	32	24	
29	25	22	33	
31	25	32	21	
29	31	25	24	
18	38	29	24	
26	23	30	30	
26	23	27	33	
23	34	25	27	
25	22	29	33	
29	27	29	24	
29	22	25	33	
22	36	21	30	
24	35	29	21	
29	22	28	30	
22	31	29	27	
25	26	25	33	
28	30	24	27	
27	33	31	18	
18	26	32	33	
26	33	32	18	
27	23	32	27	
29	21	29	30	
33	26	23	27	
27	39	16	27	
34	27	24	24	
20	34	25	30	
23	30	32	24	
20	36	26	27	
21	32	23	33	
27	29	32	21	
27	28	24	30	
22	28	29	30	
23	34	25	27	
34	24	33	18	
26	32	24	27	
25	32	25	27	
27	18	37	27	
30	24	28	27	
35	31	22	21	
25	29	25	30	
30	29	20	30	
30	29	23	27	
26	25	31	27	
33	24	22	30	
31	20	25	33	
33	26	23	27	
25	29	34	21	
31	21	33	24	
20	24	38	27	
31	24	27	27	
40	31	17	21	
23	28	28	30	
29	33	29	18	
28	31	23	27	
19	27	36	27	
30	31	24	24	
28	33	21	27	
26	36	26	21	
29	25	28	27	
33	20	29	27	
31	31	32	15	
28	18	27	36	
33	20	26	30	
30	21	37	21	
28	28	26	27	
24	25	33	27	
27	29	29	24	
29	24	26	30	
32	26	30	21	
24	26	26	33	
30	24	25	30	
31	29	22	27	
43	16	29	21	
29	27	32	21	
23	30	32	24	
24	30	22	33	
38	24	23	24	
43	20	22	24	
26	26	27	30	
31	18	33	27	
24	30	28	27	
24	25	30	30	
24	27	25	33	
31	26	31	21	
31	25	29	24	
20	30	32	27	
21	32	26	30	
22	25	29	33	
26	41	24	18	
30	22	24	33	
34	30	27	18	
29	27	29	24	
34	27	24	24	
21	28	24	36	
24	22	27	36	
32	14	30	33	
31	29	25	24	
23	21	32	33	
41	22	25	21	
34	29	28	18	
28	26	25	30	
30	22	30	27	
26	23	27	33	
40	27	21	21	
30	32	26	21	
24	25	30	30	
23	33	23	30	
30	20	26	33	
24	31	30	24	
23	26	33	27	
21	34	24	30	
30	25	24	30	
18	35	26	30	
28	24	24	33	
23	33	29	24	
20	23	33	33	
31	28	23	27	
29	34	25	21	
31	27	30	21	
27	21	25	36	
19	36	24	30	
33	25	21	30	
31	23	34	21	
26	31	34	18	
25	30	30	24	
25	30	33	21	
19	30	27	33	
21	27	31	30	
22	23	37	27	
24	30	31	24	
28	30	27	24	
34	23	34	18	
26	35	27	21	
27	32	23	27	
28	22	29	30	
29	28	37	15	
22	28	29	30	
35	31	22	21	
27	27	31	24	
24	35	23	27	
35	17	24	33	
35	32	24	18	
33	23	32	21	
27	32	23	27	
30	28	24	27	
33	27	25	24	
30	24	28	27	
31	30	24	24	
22	27	27	33	
30	35	29	15	
23	37	25	24	
34	27	30	18	
30	27	22	30	
25	30	27	27	
28	24	27	30	
20	26	36	27	
25	27	27	30	
38	21	23	27	
23	38	30	18	
26	38	27	18	
27	29	23	30	
33	24	19	33	
21	30	37	21	
40	29	22	18	
28	31	26	24	
35	29	21	24	
30	28	24	27	
26	31	34	18	
24	23	32	30	
38	21	35	15	
26	37	25	21	
31	29	19	30	
29	28	25	27	
23	35	27	24	
21	29	38	21	
24	22	33	30	
31	26	31	21	
19	24	27	39	
26	31	19	33	
36	33	25	15	
28	32	19	30	
35	23	21	30	
24	35	29	21	
29	32	24	24	
20	30	23	36	
26	24	23	36	
28	22	29	30	
26	33	29	21	
22	32	28	27	
27	29	32	21	
24	33	25	27	
25	29	28	27	
32	27	20	30	
30	31	21	27	
26	30	26	27	
25	30	24	30	
33	27	25	24	
29	22	28	30	
25	35	25	24	
25	22	26	36	
26	29	33	21	
23	21	35	30	
18	32	32	27	
29	35	24	21	
26	23	30	30	
36	24	22	27	
29	28	22	30	
23	33	26	27	
36	21	28	24	
21	33	28	27	
27	38	23	21	
31	27	27	24	
25	26	28	30	
17	31	28	33	
27	25	30	27	
28	28	29	24	
25	29	28	27	
31	27	36	15	
26	26	27	30	
27	28	18	36	
26	32	36	15	
26	21	32	30	
26	28	25	30	
25	28	26	30	
22	24	30	33	
29	30	29	21	
32	28	19	30	
25	26	28	30	
22	26	37	24	
32	34	22	21	
34	24	27	24	
32	34	22	21	
28	32	25	24	
27	34	30	18	
28	22	29	30	
33	29	23	24	
23	29	30	27	
33	22	33	21	
31	32	25	21	
29	31	19	30	
24	30	25	30	
27	23	29	30	
23	32	30	24	
33	23	26	27	
23	38	24	24	
28	29	25	27	
27	24	34	24	
28	21	24	36	
25	19	32	33	
24	26	32	27	
19	31	29	30	
29	26	27	27	
19	30	30	30	
29	26	24	30	
31	31	23	24	
27	29	29	24	
25	16	29	39	
27	21	34	27	
30	29	20	30	
17	34	28	30	
29	24	26	30	
33	28	24	24	
33	31	24	21	
28	31	29	21	
38	28	22	21	
33	30	22	24	
27	22	33	27	
27	25	27	30	
33	19	36	21	
27	28	21	33	
21	29	26	33	
18	32	29	30	
37	29	22	21	
32	32	21	24	
21	41	17	30	
31	25	32	21	
27	27	22	33	
21	35	29	24	
26	34	22	27	
28	25	38	18	
27	29	23	30	
25	23	25	36	
29	24	26	30	
24	22	24	39	
28	28	26	27	
36	16	27	30	
28	32	25	24	
28	23	34	24	
27	38	26	18	
21	34	27	27	
28	16	29	36	
19	20	34	36	
28	29	19	33	
27	27	31	24	
31	22	26	30	
19	33	30	27	
27	34	30	18	
26	20	30	33	
32	21	29	27	
39	24	19	27	
25	28	26	30	
30	24	31	24	
25	27	27	30	
28	20	28	33	
26	31	28	24	
